Date,Time,Key,type,IncidentAddress
1/19/19,13.05,1,Neglected,1704 EAST 174 STREET
1/19/19,11.18,5,In Car,566 EAST 79 STREET
1/19/19,21.4,4,Chained,
1/19/19,13.31,2,Tortured,955 CONEY ISLAND AVENUE
1/19/19,15.47,3,No Shelter,1051 ELDER AVENUE
1/19/19,23.37,1,Neglected,225 EAST 47 STREET
1/20/19,21.34,1,Neglected,
1/20/19,11.02,1,Neglected,314 MACDOUGAL STREET
1/20/19,17.58,1,Neglected,177 AVENUE B
1/20/19,16.39,1,Neglected,526 LEONARD STREET
1/20/19,12.31,1,Neglected,105 WEST 72 STREET
1/20/19,15.23,0,Other (complaint details),81 3 STREET
1/20/19,5.46,1,Neglected,
1/20/19,19.02,0,Other (complaint details),497 BAINBRIDGE STREET
1/20/19,13.4,2,Tortured,2078 ARTHUR AVENUE
1/20/19,16.3,3,No Shelter,271 HARBOR ROAD
1/20/19,13.12,1,Neglected,1914 RICHMOND AVENUE
1/20/19,17.24,1,Neglected,98-20 25 AVENUE
1/20/19,13.51,1,Neglected,58-01 VAN CLEEF STREET
1/20/19,18.48,1,Neglected,21-03 DIX AVENUE
1/20/19,17.12,1,Neglected,50-46 184 STREET
1/20/19,19.01,1,Neglected,
1/20/19,14.14,1,Neglected,47 RIDGEWOOD AVENUE
1/20/19,16.45,1,Neglected,41-22 WARREN STREET
1/20/19,18.54,3,No Shelter,33-24 109 STREET
1/20/19,15.5,0,Other (complaint details),530 OLMSTEAD AVENUE
1/20/19,15.44,1,Neglected,
1/20/19,18.05,3,No Shelter,1942 EAST 35 STREET
1/20/19,22.16,1,Neglected,
1/20/19,15.04,4,Chained,288 HAWTHORNE STREET
1/20/19,19.44,0,Other (complaint details),314 EAST 78 STREET
1/20/19,18.29,1,Neglected,1413 36 STREET
1/20/19,17,1,Neglected,1230 EAST 99 STREET
1/20/19,17.39,1,Neglected,
1/20/19,23.55,4,Chained,126-19 INWOOD STREET
1/20/19,20.36,3,No Shelter,1440 EAST 84 STREET
1/20/19,19.37,4,Chained,
1/20/19,16.24,0,Other (complaint details),46-36 66 STREET
1/20/19,20.17,0,Other (complaint details),185 HULL STREET
1/21/19,14.06,1,Neglected,8-03 COLLEGE POINT BOULEVARD
1/21/19,16.29,3,No Shelter,110-37 69 AVENUE
1/21/19,13.14,1,Neglected,89-18 237 STREET
1/21/19,16.4,0,Other (complaint details),140-12 31 DRIVE
1/21/19,18.34,1,Neglected,24-11 79 STREET
1/21/19,13.4,3,No Shelter,97-09 LINDEN BOULEVARD
1/21/19,13.53,0,Other (complaint details),884 HOME STREET
1/21/19,13.51,0,Other (complaint details),98-20 25 AVENUE
1/21/19,20.48,1,Neglected,2176 71 STREET
1/21/19,14.08,0,Other (complaint details),
1/21/19,9.22,1,Neglected,920 BALCOM AVENUE
1/21/19,13.17,3,No Shelter,1914 RICHMOND TERRACE
1/21/19,10.3,1,Neglected,920 BALCOM AVENUE
1/21/19,10.51,1,Neglected,841 BELMONT AVENUE
1/21/19,14.58,0,Other (complaint details),103-12 89 STREET
1/21/19,12.03,0,Other (complaint details),704 HENDERSON AVENUE
1/21/19,11.22,0,Other (complaint details),59-04 61 STREET
1/21/19,9.35,0,Other (complaint details),2061 LACOMBE AVENUE
1/21/19,11.06,1,Neglected,73 JEFFERSON AVENUE
1/21/19,9.41,3,No Shelter,1109 IRVING AVENUE
1/21/19,10,3,No Shelter,25 BEMENT AVENUE
1/21/19,14.08,4,Chained,53-20 193 STREET
1/21/19,13.36,4,Chained,139 MCFARLAND AVENUE
1/21/19,16.45,3,No Shelter,204 JEFFERSON STREET
1/21/19,14.37,3,No Shelter,477 LIBERTY AVENUE
1/21/19,14.06,1,Neglected,158-19 84 DRIVE
1/21/19,17.33,1,Neglected,
1/21/19,12.35,3,No Shelter,107-17 111 STREET
1/21/19,12.5,3,No Shelter,1942 EAST 35 STREET
1/21/19,9.01,0,Other (complaint details),105-44 86 STREET
1/21/19,18.07,0,Other (complaint details),80-32 233 STREET
1/21/19,15.39,0,Other (complaint details),54-22 BEACH CHANNEL DRIVE
1/21/19,11.51,1,Neglected,
1/21/19,13.04,3,No Shelter,756 CORRELL AVENUE
1/21/19,2.31,1,Neglected,245 SHERIDAN AVENUE
1/21/19,6.56,1,Neglected,850 EAST 229 STREET
1/21/19,11.49,1,Neglected,142-02 84 DRIVE
1/21/19,12.01,1,Neglected,2010 STRAUSS STREET
1/21/19,15.31,1,Neglected,409 BAINBRIDGE STREET
1/21/19,15.39,3,No Shelter,50-46 184 STREET
1/21/19,19.37,3,No Shelter,80-32 233 STREET
1/21/19,12.45,1,Neglected,170-35 GRAND CENTRAL PARKWAY
1/21/19,10.08,4,Chained,143 EAST 55 STREET
1/21/19,17.53,1,Neglected,97-09 LINDEN BOULEVARD
1/21/19,17.47,3,No Shelter,88-29 215 PLACE
1/21/19,0.39,3,No Shelter,314 MACDOUGAL STREET
1/21/19,1.05,0,Other (complaint details),
1/21/19,10.49,0,Other (complaint details),5911 AVENUE M
1/21/19,15.43,0,Other (complaint details),212 LEWIS AVENUE
1/21/19,18.26,3,No Shelter,
1/21/19,10.1,3,No Shelter,107-51 112 STREET
1/21/19,16.27,5,In Car,535 EAST 119 STREET
1/21/19,9.44,1,Neglected,
1/21/19,15,1,Neglected,2039 HOMER AVENUE
1/21/19,9.56,3,No Shelter,298 BROOKLYN AVENUE
1/21/19,13.08,0,Other (complaint details),2411 DEAN STREET
1/21/19,10.51,0,Other (complaint details),84-50 KEW GARDEN ROAD
1/21/19,18.29,1,Neglected,287 VERMONT STREET
1/21/19,23.2,0,Other (complaint details),98-20 25 AVENUE
1/21/19,21.4,1,Neglected,47 RIDGEWOOD AVENUE
1/21/19,18.32,0,Other (complaint details),
1/21/19,21.52,1,Neglected,47 RIDGEWOOD AVENUE
1/21/19,18.12,1,Neglected,81 PILOT STREET
1/21/19,16.58,1,Neglected,86-39 57 ROAD
1/21/19,21.42,3,No Shelter,271 EAST 16 STREET
1/21/19,22.56,4,Chained,126-19 INWOOD STREET
1/21/19,15.15,1,Neglected,49 FOCH AVENUE
1/21/19,18.06,3,No Shelter,579 WATCHOGUE ROAD
1/21/19,23.53,3,No Shelter,48 SUNNYSIDE AVENUE
1/21/19,15.27,1,Neglected,74 OCEAN PARKWAY
1/21/19,20.59,1,Neglected,2353 EAST 13 STREET
1/21/19,16.19,1,Neglected,348 BEEKMAN AVENUE
1/21/19,19.29,3,No Shelter,56-44 196 PLACE
1/21/19,20.44,0,Other (complaint details),16 LASALLE STREET
1/21/19,22.4,1,Neglected,103-12 89 STREET
1/21/19,22.14,3,No Shelter,97-13 WALTHAM STREET
1/21/19,19.21,1,Neglected,211 43 STREET
1/21/19,20.23,3,No Shelter,141 BAY 47 STREET
1/22/19,15.54,3,No Shelter,53-26 61 STREET
1/22/19,17.51,1,Neglected,920 BALCOM AVENUE
1/22/19,12.13,3,No Shelter,64 BLAKE AVENUE
1/22/19,9.11,1,Neglected,209-06 112 AVENUE
1/22/19,8.4,3,No Shelter,137-41 225 STREET
1/22/19,16.27,2,Tortured,6 AVENUE
1/22/19,18.13,4,Chained,140-03 FOCH BOULEVARD
1/22/19,12,0,Other (complaint details),
1/22/19,10.19,3,No Shelter,2061 LACOMBE AVENUE
1/22/19,14.56,3,No Shelter,353 CORTELYOU AVENUE
1/22/19,14.28,1,Neglected,
1/22/19,11.13,1,Neglected,109-09 109 STREET
1/22/19,8.53,1,Neglected,185 STREET
1/22/19,20.01,1,Neglected,405 EAST 92 STREET
1/22/19,14.05,1,Neglected,1550 EAST 102 STREET
1/22/19,11.35,4,Chained,3150 BROADWAY
1/22/19,11.58,0,Other (complaint details),
1/22/19,0,3,No Shelter,48 SUNNYSIDE AVENUE
1/22/19,11.48,1,Neglected,475 HERKIMER STREET
1/22/19,8.15,3,No Shelter,61-33 164 STREET
1/22/19,11.52,2,Tortured,4580 BROADWAY
1/22/19,9.33,3,No Shelter,
1/22/19,12.32,3,No Shelter,509 LISK AVENUE
1/22/19,12.51,0,Other (complaint details),
1/22/19,7.42,1,Neglected,571 CAULDWELL AVENUE
1/22/19,20.22,3,No Shelter,86-09 101 STREET
1/22/19,15.47,1,Neglected,246 DOUGLAS ROAD
1/23/19,10.4,0,Other (complaint details),196-54 44 AVENUE
1/23/19,13.23,0,Other (complaint details),148-31 9 AVENUE
1/23/19,17.19,1,Neglected,3560 BIVONA STREET
1/23/19,8.17,3,No Shelter,2616 BRIGGS AVENUE
1/23/19,15.06,0,Other (complaint details),7-20 PARSONS BOULEVARD
1/23/19,13.38,1,Neglected,1051 ELDER AVENUE
1/23/19,11.53,1,Neglected,473 PUTNAM AVENUE
1/23/19,8.16,4,Chained,66-23 77 STREET
1/23/19,19.03,3,No Shelter,614 MCDONOUGH STREET
1/23/19,9.54,0,Other (complaint details),12-21 35 AVENUE
1/23/19,17.53,1,Neglected,189-11 MANGIN AVENUE
1/23/19,23.42,0,Other (complaint details),2825 WEBB AVENUE
1/23/19,14.46,2,Tortured,2064 BARNES AVENUE
1/23/19,15,1,Neglected,48 MACOMBS PLACE
1/23/19,22.48,2,Tortured,2470 BEAUMONT AVENUE
1/23/19,20.42,2,Tortured,720 EAST 175 STREET
1/23/19,16.28,0,Other (complaint details),43-07 39 PLACE
1/23/19,18.57,2,Tortured,2470 BEAUMONT AVENUE
1/23/19,19.3,1,Neglected,824 EAST 223 STREET
1/23/19,14.16,1,Neglected,48 YALE STREET
1/24/19,8.24,2,Tortured,142-15 180 STREET
1/24/19,10.49,0,Other (complaint details),88-29 215 PLACE
1/24/19,16.43,1,Neglected,964 EASTERN PARKWAY
1/24/19,16.25,3,No Shelter,2353 EAST 13 STREET
1/24/19,2.58,2,Tortured,785 UNION STREET
1/24/19,9.27,0,Other (complaint details),293 BROOME STREET
1/24/19,14.39,1,Neglected,66-33 74 STREET
1/24/19,14.28,1,Neglected,100 JOHN STREET
1/24/19,17.18,1,Neglected,14-10 NEW HAVEN AVENUE
1/24/19,14.04,1,Neglected,1539 LEXINGTON AVENUE
1/24/19,13.43,1,Neglected,1635 EAST 174 STREET
1/24/19,10.31,0,Other (complaint details),2926 WEST 25 STREET
1/24/19,8.32,0,Other (complaint details),2411 DEAN STREET
1/24/19,16.51,3,No Shelter,6 AVENUE
1/24/19,9.58,1,Neglected,6203 SPENCER TERRACE
1/24/19,17.58,2,Tortured,144-40 183 STREET
1/24/19,18.16,1,Neglected,108-27 63 AVENUE
1/24/19,11.54,1,Neglected,3021 HOLLAND AVENUE
1/25/19,23.32,0,Other (complaint details),225 EAST 47 STREET
1/25/19,11.25,3,No Shelter,
1/25/19,10.16,0,Other (complaint details),79 NORTH HENRY STREET
1/25/19,9.43,2,Tortured,970 SAINT MARKS AVENUE
1/25/19,10.5,1,Neglected,79-59 68 ROAD
1/25/19,10.31,1,Neglected,630 WEST 135 STREET
1/25/19,8.02,2,Tortured,139-18 34 ROAD
1/25/19,11.25,1,Neglected,550 WEST 171 STREET
1/25/19,3.39,1,Neglected,2940 WEST 33 STREET
1/25/19,9.57,1,Neglected,436 NEW YORK AVENUE
1/25/19,10.53,1,Neglected,915 PROSPECT AVENUE
1/25/19,8.31,4,Chained,3309 SURF AVENUE
1/25/19,8.48,3,No Shelter,453 50 STREET
1/25/19,10.27,3,No Shelter,453 50 STREET
1/25/19,16.28,1,Neglected,
1/25/19,18.1,1,Neglected,457 50 STREET
1/25/19,12.49,1,Neglected,1720 UNIVERSITY AVENUE
1/25/19,18.46,1,Neglected,2714 CRESTON AVENUE
1/25/19,22.48,1,Neglected,257 GOLD STREET
1/25/19,15.33,5,In Car,200 DYCKMAN STREET
1/25/19,17.45,1,Neglected,1715 TENBROCK AVENUE
1/26/19,19.03,1,Neglected,968 VANDUZER STREET
1/26/19,4,1,Neglected,3713 ROMBOUTS AVENUE
1/26/19,12.08,1,Neglected,1093 BEDFORD AVENUE
1/26/19,11.4,1,Neglected,34-15 74 STREET
1/26/19,1.28,3,No Shelter,114-25 168 STREET
1/26/19,10.42,3,No Shelter,159-27 87 STREET
1/26/19,18.1,1,Neglected,41-06 VERNON BOULEVARD
1/26/19,7.45,0,Other (complaint details),59-40 154 PLACE
1/26/19,14.12,0,Other (complaint details),176 DEAN STREET
1/26/19,4.2,1,Neglected,30 MONTROSE AVENUE
1/26/19,12.27,1,Neglected,1256 76 STREET
1/26/19,2.33,3,No Shelter,
1/26/19,8.28,1,Neglected,870 OCEAN PARKWAY
1/26/19,12.55,1,Neglected,121-11 133 AVENUE
1/26/19,9.42,0,Other (complaint details),51 COURSEN PLACE
1/26/19,2.46,3,No Shelter,78-34 87 STREET
1/26/19,14.15,1,Neglected,
1/26/19,0.34,1,Neglected,225 EAST 47 STREET
1/26/19,1,1,Neglected,225 EAST 47 STREET
1/26/19,20.1,1,Neglected,330 SOUTH 3 STREET
1/26/19,23.04,1,Neglected,25-04 87 STREET
1/26/19,19.51,1,Neglected,31-27 42 STREET
1/26/19,21.07,0,Other (complaint details),264 WESTMINSTER ROAD
1/26/19,10.37,1,Neglected,2141 CROTONA AVENUE
1/26/19,20.52,1,Neglected,141-48 85 ROAD
1/26/19,17.41,1,Neglected,779 MAPLE STREET
1/26/19,20.42,1,Neglected,330 SOUTH 3 STREET
1/26/19,21.18,4,Chained,140-03 FOCH BOULEVARD
1/26/19,18.54,0,Other (complaint details),968 VANDUZER STREET
1/27/19,17.59,1,Neglected,630 WEST 135 STREET
1/27/19,12.56,0,Other (complaint details),
1/27/19,10.31,3,No Shelter,67-30 BURNS STREET
1/27/19,9.47,1,Neglected,LEWIS AVENUE
1/27/19,20.18,1,Neglected,244 SCHAEFER STREET
1/27/19,23.49,1,Neglected,100-11 67 ROAD
1/27/19,12.34,1,Neglected,372 EAST 158 STREET
1/27/19,11.14,0,Other (complaint details),690 ALLERTON AVENUE
1/27/19,18.38,1,Neglected,282 MANHATTAN AVENUE
1/27/19,19.15,2,Tortured,
1/27/19,17.46,3,No Shelter,115-04 133 STREET
1/27/19,12.38,1,Neglected,6128 LIEBIG AVENUE
1/27/19,21.23,1,Neglected,41 SIMONSON PLACE
1/27/19,19.06,1,Neglected,131 WHITMAN DRIVE
1/27/19,15.33,0,Other (complaint details),53-35 82 STREET
1/27/19,14.44,1,Neglected,176 NORTH 1 STREET
1/27/19,17.07,1,Neglected,2345 WESTERVELT AVENUE
1/27/19,22.39,0,Other (complaint details),2501 NOSTRAND AVENUE
1/27/19,18.44,0,Other (complaint details),915 PROSPECT AVENUE
1/27/19,21.54,1,Neglected,1014 EAST 213 STREET
1/28/19,12.5,1,Neglected,253 WEST 72 STREET
1/28/19,20.29,1,Neglected,2410 LACONIA AVENUE
1/28/19,8.13,2,Tortured,737 SOUTHERN BOULEVARD
1/28/19,14.13,1,Neglected,190 EAST 2 STREET
1/28/19,14.33,0,Other (complaint details),190 EAST 2 STREET
1/28/19,13.13,0,Other (complaint details),31-27 42 STREET
1/28/19,18.41,1,Neglected,
1/28/19,19.42,1,Neglected,45 CODDINGTON AVENUE
1/28/19,13.06,1,Neglected,595 EAST 167 STREET
1/28/19,14.23,1,Neglected,602 WEST 180 STREET
1/28/19,17.04,1,Neglected,504 MYRTLE AVENUE
1/28/19,7.53,3,No Shelter,66 SHIRLEY AVENUE
1/28/19,13.14,3,No Shelter,165 WEST 127 STREET
1/28/19,12.02,1,Neglected,313 EAST 163 STREET
1/28/19,17.01,0,Other (complaint details),10 NORTH 5 STREET
1/28/19,11.17,1,Neglected,2 WEST 111 STREET
1/28/19,12.05,1,Neglected,101-02 WALTHAM STREET
1/28/19,15.1,5,In Car,234 SKILLMAN AVENUE
1/28/19,11.36,0,Other (complaint details),6 MORNINGSIDE AVENUE
1/28/19,18.27,1,Neglected,UNION STREET
1/28/19,21.55,1,Neglected,1365 FINDLAY AVENUE
1/28/19,18.03,1,Neglected,
1/28/19,18.05,1,Neglected,111 CLYMER STREET
1/28/19,18.45,1,Neglected,
1/28/19,22.46,4,Chained,EAST 86 STREET
1/28/19,12.48,1,Neglected,218-58 110 AVENUE
1/28/19,16.49,0,Other (complaint details),190 EAST 2 STREET
1/29/19,17.2,2,Tortured,66-38 SELFRIDGE STREET
1/29/19,3.47,0,Other (complaint details),253 TROY AVENUE
1/29/19,15.52,0,Other (complaint details),3009 KINGSBRIDGE TERRACE
1/29/19,16.44,1,Neglected,1040 UNIVERSITY AVENUE
1/29/19,19.37,4,Chained,196-45 MCLAUGHLIN AVENUE
1/29/19,8.01,3,No Shelter,
1/29/19,13.24,0,Other (complaint details),256 TARGEE STREET
1/29/19,12.12,4,Chained,546 FLATBUSH AVENUE
1/29/19,10.5,3,No Shelter,868 CASTLE HILL AVENUE
1/29/19,20.17,1,Neglected,3565 BIVONA STREET
1/29/19,19.49,1,Neglected,260 TARGEE STREET
1/29/19,12.17,1,Neglected,541 EAST 147 STREET
1/29/19,17.58,3,No Shelter,46 MARIANNE STREET
1/29/19,13.36,0,Other (complaint details),522 WEST 134 STREET
1/29/19,8.16,3,No Shelter,473 PUTNAM AVENUE
1/29/19,22.19,1,Neglected,88-44 199 STREET
1/29/19,12.16,1,Neglected,42-25 HAMPTON STREET
1/29/19,12.2,0,Other (complaint details),196-21 45 AVENUE
1/29/19,20.18,4,Chained,1 7 AVENUE
1/29/19,19.05,3,No Shelter,103-26 108 STREET
1/29/19,20.48,2,Tortured,605 MORRIS PARK AVENUE
1/30/19,13.06,3,No Shelter,785 BUSHWICK AVENUE
1/30/19,15.07,3,No Shelter,2731 BARNES AVENUE
1/30/19,19.51,1,Neglected,273 EAST 16 STREET
1/30/19,14.33,0,Other (complaint details),534 EAST 14 STREET
1/30/19,16.35,3,No Shelter,50-43 213 STREET
1/30/19,2.03,1,Neglected,954 EAST 99 STREET
1/30/19,17.35,0,Other (complaint details),1131 OGDEN AVENUE
1/30/19,15.54,1,Neglected,1889 SEDGEWICK AVENUE
1/30/19,21.12,3,No Shelter,477L LIBERTY AVENUE
1/30/19,17.53,1,Neglected,365 CLOVE ROAD
1/30/19,19.58,1,Neglected,114-54 168 STREET
1/30/19,11.02,0,Other (complaint details),
1/30/19,16.22,1,Neglected,
1/30/19,20.36,1,Neglected,8215 14 AVENUE
1/30/19,13.17,3,No Shelter,783 BUSHWICK AVENUE
1/30/19,12.44,0,Other (complaint details),CENTRAL PARK SOUTH
1/30/19,16.11,3,No Shelter,339 CORNELIA STREET
1/30/19,13.13,1,Neglected,76 WAVE STREET
1/30/19,17.46,1,Neglected,2410 LACONIA AVENUE
1/30/19,15.39,2,Tortured,234 EAST 81 STREET
1/30/19,16.05,4,Chained,475 HERKIMER STREET
1/30/19,19.22,1,Neglected,2717 BATCHELDER STREET
1/30/19,23.29,1,Neglected,116-13 14 ROAD
1/30/19,2.09,0,Other (complaint details),936 HOE AVENUE
1/30/19,19.1,0,Other (complaint details),407 BOLTON AVENUE
1/30/19,10.35,1,Neglected,404 WEST 40 STREET
1/30/19,8.05,3,No Shelter,175-40 BAISLEY BOULEVARD
1/30/19,15.51,4,Chained,1926 WALTON AVENUE
1/30/19,11.47,0,Other (complaint details),970 SAINT MARKS AVENUE
1/30/19,6.54,1,Neglected,120 DE KRUIF PLACE
1/30/19,13.05,1,Neglected,58 MANHATTAN AVENUE
1/30/19,10.59,1,Neglected,36 CENTRAL PARK SOUTH
1/30/19,17.51,1,Neglected,118 EAST 117 STREET
1/30/19,17.35,3,No Shelter,62 MERSEREAU AVENUE
1/30/19,15.36,1,Neglected,
1/30/19,20.29,1,Neglected,150-29 41 AVENUE
1/30/19,12.16,3,No Shelter,404 WEST 40 STREET
1/30/19,18.42,0,Other (complaint details),1487 HOE AVENUE
1/30/19,11.05,1,Neglected,400 OCEAN AVENUE
1/30/19,11.45,0,Other (complaint details),94-15 85 AVENUE
1/30/19,19.35,4,Chained,110 CHRISTOPHER AVENUE
1/30/19,15.18,3,No Shelter,20-31 41 STREET
1/30/19,20.04,1,Neglected,1624 EAST 36 STREET
1/30/19,21,1,Neglected,365 CLOVE ROAD
1/30/19,21.13,3,No Shelter,172 EAST 91 STREET
1/30/19,9.17,3,No Shelter,
1/30/19,21.06,1,Neglected,171-03 FOCH BOULEVARD
1/30/19,21.52,1,Neglected,3560 BIVONA STREET
1/30/19,22.3,3,No Shelter,157 WINTHROP STREET
1/30/19,21.06,4,Chained,31-20 48 STREET
1/30/19,13.21,5,In Car,471 BARD AVENUE
1/30/19,21.1,1,Neglected,31-20 48 STREET
1/30/19,18.5,1,Neglected,954 EAST 99 STREET
1/30/19,19.52,1,Neglected,1716 MATTHEWS AVENUE
1/30/19,23.17,4,Chained,30-70 34 STREET
1/30/19,15.58,0,Other (complaint details),LIVONIA AVENUE
1/30/19,22.23,1,Neglected,86-18 ASTORIA BOULEVARD
1/30/19,16.1,3,No Shelter,750 EAST 179 STREET
1/30/19,22.01,1,Neglected,286 HENDRIX STREET
1/30/19,9.46,4,Chained,
1/30/19,13.26,1,Neglected,1353 PACIFIC STREET
1/30/19,15.54,3,No Shelter,31-27 42 STREET
1/30/19,17.58,1,Neglected,968 VANDUZER STREET
1/30/19,21.59,3,No Shelter,2005 STRAUSS STREET
1/30/19,19.42,1,Neglected,196-45 MCLAUGHLIN AVENUE
1/30/19,21.43,1,Neglected,411 SUYDAM STREET
1/30/19,16.38,0,Other (complaint details),59 CENTRAL PARK SOUTH
1/30/19,18.3,1,Neglected,1202 CARROLL STREET
1/30/19,17.56,1,Neglected,1821 HIMROD STREET
1/30/19,16.07,0,Other (complaint details),64-08 53 DRIVE
1/30/19,20.1,1,Neglected,164-11 78 AVENUE
1/30/19,16.31,3,No Shelter,1534 EAST 95 STREET
1/30/19,14.49,1,Neglected,1171 71 STREET
1/30/19,17.3,2,Tortured,108-98 112 STREET
1/30/19,20.09,1,Neglected,76-39 47 AVENUE
1/30/19,19.56,3,No Shelter,413 EAST 142 STREET
